iter	RMSE
355	14.94078602
356	14.9313566
357	14.91381206
358	14.90025355
359	14.88014668
360	14.86601306
361	14.84607838
362	14.82718833
363	14.81409958
364	14.8057834
365	14.79610158
366	14.77479033
367	14.76203107
368	14.75321793
369	14.73292598
370	14.71602544
371	14.70072326
372	14.69362954
373	14.67921594
374	14.66597526
375	14.65503262
376	14.65410782
377	14.63307195
378	14.61493788
379	14.59747052
380	14.58403233
381	14.57344892
382	14.55800889
383	14.5394675
384	14.53701043
385	14.5263371
386	14.51994575
387	14.50902979
388	14.4923275
389	14.48108221
390	14.46886362
391	14.45749472
392	14.45183962
393	14.43177243
394	14.42187682
395	14.4113307
396	14.39871273
397	14.37867981
398	14.36446676
399	14.34851622
400	14.33608367
401	14.31770625
402	14.31594448
403	14.3022999
404	14.28606825
405	14.28065996
406	14.26537253
407	14.26457945
408	14.24408129
409	14.23869936
410	14.216031
411	14.20575116
412	14.19056682
413	14.18198472
414	14.17387446
415	14.16488462
416	14.14690086
417	14.13094582
418	14.11557463
419	14.0942065
420	14.0724535
421	14.05454144
422	14.04365488
423	14.02755511
424	14.01241129
425	13.99785042
426	13.981387
427	13.9686581
428	13.95582926
429	13.93624032
430	13.91866394
431	13.90612871
432	13.8968298
433	13.886103
434	13.87363055
435	13.8577719
436	13.84022368
437	13.8313138
438	13.83017718
439	13.81334049
440	13.80226013
441	13.79380864
442	13.77698258
443	13.76620481
444	13.75938639
445	13.74500376
446	13.72621725
447	13.71154824
448	13.70052124
449	13.68128919
450	13.66717397
451	13.64996903
452	13.63033967
453	13.61994456
454	13.60138658
455	13.59305296
456	13.58176074
457	13.57488864
458	13.56242106
459	13.55369784
460	13.53322449
461	13.52394668
462	13.51160269
463	13.49281806
464	13.4796573
465	13.46684342
466	13.45266627
467	13.4394399
468	13.43169413
469	13.4223354
470	13.40979635
471	13.39972778
472	13.38850351
473	13.37951685
474	13.36251391
475	13.36087951
476	13.35194256
477	13.32937783
478	13.31469471
479	13.29671397
480	13.27486397
481	13.2595161
482	13.24202631
483	13.24058464
484	13.22505224
485	13.22051389
486	13.20201195
487	13.20105361
488	13.19202792
489	13.18752505
490	13.18674771
491	13.17385847
492	13.15738504
493	13.15453565
494	13.14972044
495	13.13791505
496	13.13694515
497	13.11938872
498	13.1023167
499	13.09201016
